Name,Club,Nation,League,Rating,Main_Position,Alternate_Positions,Card_Version,Run_Style,Price,Price_Variation,Skills_Star,Weak_Foot_Star,Attack_Workrate,Defense_Workrate,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defense / Speed,Physical / Positioning,Height,BodyType,Popularity,Base_Stats,Ingame_Stats,Gender
Connor Barron,Aberdeen,Scotland,cinch Prem,65,CM,CDM,normal,Controlled,0.0,200,2,3,H,H,70.0,57,64,62,60,71,"175cm | 5'9""",Avg & Normal  (66kg),3,384,1815,Male
Cristian Barros,River Plate,Uruguay,Sudamericana,65,RM,RW,normal,Controlled Explosive,0.0,400,3,3,M,M,74.0,61,60,66,37,42,"164cm | 5'5""",Short & Lean  (63kg),0,340,1605,Male
Jan-Christoph Bartels,SV Waldhof,Germany,3. Liga,65,GK,0,normal,Controlled,200.0,0,1,4,M,M,67.0,65,61,68,38,66,"188cm | 6'2""",Tall & Normal  (80kg),0,365,632,Male
Jakub Bartkowski,Warta Poznań,Poland,PKO BP Ekstraklasa,65,RWB,RB,normal,Controlled Explosive,0.0,200,2,3,M,M,73.0,45,59,59,61,68,"181cm | 5'11""",Avg & Normal  (77kg),0,365,1695,Male
Felix Bastians,Rot-Weiss Essen,Germany,3. Liga,65,LB,"CB,LWB",normal,Mostly Lengthy,0.0,7.9K,3,3,M,H,56.0,55,60,56,68,71,"188cm | 6'2""",Tall & Normal  (84kg),0,366,1817,Male
Romain Bayard,Stade-Lausanne,France,CSSL,65,CM,"CDM,CAM",normal,Mostly Explosive,0.0,300,3,3,H,M,76.0,61,63,68,55,64,"167cm | 5'6""",Short & Normal  (65kg),1,387,1856,Male
Emin Bayram,Galatasaray,Turkey,Trendyol Süper Lig,65,CB,0,normal,Controlled Lengthy,0.0,0,2,2,L,M,61.0,31,49,58,64,68,"192cm | 6'4""",Tall & Normal  (71kg),2,331,1549,Male
Tanner Beason,SJ Earthquakes,United States,MLS,65,CB,LB,normal,Controlled Lengthy,0.0,200,2,2,L,H,60.0,25,42,56,66,70,"185cm | 6'1""",Tall & Normal  (79kg),1,319,1431,Male
Omar Beckles,Leyton Orient,Grenada,EFL League One,65,CB,0,normal,Controlled Lengthy,200.0,0,2,3,M,H,52.0,32,47,53,64,79,"191cm | 6'3""",Tall & Normal  (80kg),2,327,1493,Male
Morten Behrens,SV Darmstadt 98,Germany,Bundesliga,65,GK,0,normal,Controlled,200.0,0,1,3,M,M,66.0,68,64,66,26,65,"193cm | 6'4""",Tall & Normal  (89kg),0,355,662,Male
Steven Beitashour,Colorado Rapids,Iran,MLS,65,RB,"RWB,LB",normal,Controlled,0.0,1K,3,3,M,M,64.0,51,66,65,62,66,"178cm | 5'10""",Avg & Normal  (78kg),1,374,1781,Male
Łukasz Bejger,Śląsk Wrocław,Poland,PKO BP Ekstraklasa,65,CB,0,normal,Controlled Lengthy,300.0,0,2,3,H,M,78.0,31,51,55,65,65,"190cm | 6'3""",Tall & Lean  (76kg),0,345,1565,Male
Semi Belkahia,Arminia Bielefeld,Germany,3. Liga,65,CB,0,normal,Lengthy,200.0,0,2,4,M,M,70.0,37,42,54,63,77,"193cm | 6'4""",Tall & Normal  (90kg),0,343,1515,Male
Yassin Ben Balla,SV Sandhausen,France,3. Liga,65,CDM,CM,normal,Controlled,0.0,200,2,3,L,H,66.0,51,52,60,63,67,"181cm | 5'11""",Avg & Lean  (72kg),2,359,1649,Male
Ayman Ben Mohamed,En Avant Guingamp,Tunisia,Ligue 2 BKT,65,LB,"LWB,LM",normal,Controlled,0.0,300,3,3,H,M,84.0,57,58,65,59,69,"176cm | 5'9""",Avg & Lean  (70kg),0,392,1778,Male
Salim Ben Seghir,OM,France,Ligue 1 Uber Eats,65,LM,LW,normal,Controlled Explosive,0.0,0,3,4,H,M,66.0,67,61,69,29,32,"174cm | 5'9""",Avg & Lean  (57kg),5,324,1598,Male
Alexandru Benga,UTA Arad,Romania,SUPERLIGA,65,CB,0,normal,Lengthy,200.0,0,2,2,M,M,65.0,35,43,41,65,77,"188cm | 6'2""",Tall & Normal  (83kg),0,326,1486,Male
Ángel Benítez,Defensa,Paraguay,Sudamericana,65,CDM,CB,normal,Controlled Lengthy,0.0,300,2,2,M,H,62.0,32,57,52,62,67,"183cm | 6'0""",Avg & Normal  (76kg),0,332,1515,Male
Bryan Bentaberry,Bolívar,Uruguay,Libertadores,65,CB,"RB,LB",normal,Controlled,0.0,300,2,3,M,M,76.0,42,57,62,63,72,"184cm | 6'0""",Avg & Lean  (76kg),0,372,1737,Male
Ron Berlinski,Rot-Weiss Essen,Germany,3. Liga,65,ST,"RM,CF",normal,Controlled Explosive,0.0,300,3,3,H,H,83.0,64,56,64,32,67,"182cm | 6'0""",Avg & Lean  (76kg),2,366,1703,Male
Emilio Bernad Sánchez,Racing de Ferrol,Spain,LALIGA HYPERMOTION,65,GK,0,normal,Controlled,200.0,0,1,3,M,M,68.0,65,67,67,42,63,"183cm | 6'0""",Avg & Lean  (75kg),2,372,710,Male
Jan Bernat,KVC Westerlo,Slovakia,1A Pro League,65,CAM,LM,normal,Controlled,0.0,0,3,4,M,M,63.0,60,70,64,34,45,"180cm | 5'11""",Avg & Lean  (70kg),1,336,1613,Male
Miguel Berry,Atlanta United,Spain,MLS,65,ST,CF,normal,Controlled Lengthy,0.0,200,2,4,H,M,70.0,62,48,65,27,68,"190cm | 6'3""",Tall & Lean  (82kg),0,340,1582,Male
Vicente Besuijen,Aberdeen,Holland,cinch Prem,65,CAM,RM,normal,Explosive,0.0,500,3,3,M,M,85.0,59,58,67,18,47,"169cm | 5'7""",Short & Normal  (62kg),5,334,1549,Male
Davide Bettella,Monza,Italy,Serie A TIM,65,CB,0,normal,Controlled Lengthy,300.0,0,2,3,L,M,60.0,35,47,50,67,60,"185cm | 6'1""",Tall & Lean  (75kg),3,319,1490,Male
Alessandro Bianco,Reggiana,Italy,Serie BKT,65,CM,0,normal,Controlled,200.0,0,2,3,M,M,57.0,46,63,68,59,46,"173cm | 5'8""",Avg & Normal  (63kg),0,339,1647,Male
Ovidiu Bic,FC Univ. Cluj,Romania,SUPERLIGA,65,CDM,CM,normal,Controlled,0.0,200,2,3,M,H,68.0,55,60,61,60,71,"177cm | 5'10""",Avg & Normal  (74kg),1,375,1767,Male
Luis Bilbao Arechaga,Athletic Club,Spain,LALIGA EA SPORTS,65,LM,"RM,LW",normal,Controlled,0.0,2.1K,4,2,M,M,76.0,62,60,70,20,52,"185cm | 6'1""",Tall & Lean  (75kg),3,340,1589,Male
Kristian Bilovar,Dynamo Kyiv,Ukraine,Ukrayina Liha,65,CB,0,normal,Controlled Lengthy,200.0,0,2,3,M,M,65.0,34,37,44,66,68,"191cm | 6'3""",Tall & Normal  (71kg),2,314,1415,Male
David Bingham,Portland Timbers-Thorns,United States,MLS,65,GK,0,normal,Controlled,2200.0,0,1,2,M,M,68.0,63,66,67,34,64,"188cm | 6'2""",Tall & Stocky  (86kg),0,362,811,Male
Daniel Bîrligea,CFR 1907 Cluj,Romania,SUPERLIGA,65,ST,"CF,LW",normal,Controlled Explosive,0.0,200,3,2,M,M,76.0,63,52,65,25,66,"182cm | 6'0""",Avg & Normal  (70kg),-1,347,1599,Male
Alexander Bittroff,Jahn Regensburg,Germany,3. Liga,65,CB,0,normal,Controlled Lengthy,200.0,0,2,3,M,M,64.0,45,59,61,63,70,"186cm | 6'1""",Tall & Lean  (81kg),2,362,1712,Male
Andreas Bjelland,Lyngby BK,Denmark,3F Superliga,65,CB,0,normal,Controlled,200.0,0,2,3,L,M,32.0,44,58,54,65,68,"188cm | 6'2""",Tall & Normal  (85kg),1,321,1587,Male
Morten Bjørlo,HamKam Fotball,Norway,Eliteserien,65,CM,0,normal,Controlled,250.0,0,2,3,M,H,62.0,58,65,65,61,65,"176cm | 5'9""",Avg & Lean  (64kg),1,376,1827,Male
Axel Björnström,AIK,Sweden,Allsvenskan,65,LB,LWB,normal,Controlled Explosive,0.0,200,3,4,H,M,78.0,45,58,62,60,61,"175cm | 5'9""",Avg & Lean  (67kg),1,364,1690,Male
Tyler Blackett,Rotherham Utd,England,EFL Championship,65,CB,LB,normal,Lengthy,0.0,200,3,1,M,M,64.0,40,62,63,63,74,"188cm | 6'2""",Tall & Normal  (87kg),0,366,1737,Male
Nicolás Blandi,San Lorenzo,Argentina,Sudamericana,65,ST,CF,normal,Controlled Lengthy,0.0,350,3,4,M,L,51.0,66,56,60,38,58,"181cm | 5'11""",Avg & Normal  (76kg),3,329,1629,Male
Ole Didrik Blomberg,SK Brann,Norway,Eliteserien,65,RW,"RB,RM,LW",normal,Controlled Explosive,0.0,200,3,3,M,M,76.0,55,61,67,59,68,"177cm | 5'10""",Avg & Normal  (71kg),6,386,1798,Male
Emmanuel Boateng,IF Elfsborg,Ghana,Allsvenskan,65,CM,0,normal,Controlled Explosive,350.0,0,2,3,M,M,69.0,53,67,63,56,60,"174cm | 5'9""",Avg & Lean  (66kg),-3,368,1741,Male
Damián Bobadilla,Cerro Porteño,Paraguay,Libertadores,65,CM,CDM,normal,Controlled,0.0,1K,3,3,M,M,64.0,58,61,65,63,68,"180cm | 5'11""",Avg & Lean  (76kg),8,379,1779,Male
Aleksander Bobek,ŁKS Łódź,Poland,PKO BP Ekstraklasa,65,GK,0,normal,Controlled,300.0,0,1,2,M,M,67.0,63,59,71,32,66,"196cm | 6'5""",Tall & Normal  (80kg),2,358,685,Male
Matija Boben,CFR 1907 Cluj,Slovenia,SUPERLIGA,65,CB,0,normal,Controlled Lengthy,200.0,0,2,3,M,M,50.0,28,40,44,63,75,"191cm | 6'3""",Tall & Normal  (83kg),0,300,1414,Male
Radu Boboc,FC Voluntari,Romania,SUPERLIGA,65,RB,"RWB,LB",normal,Controlled,0.0,2.8K,2,4,M,M,72.0,51,61,62,62,67,"174cm | 5'9""",Avg & Lean  (67kg),1,375,1736,Male
Éric Bocat,STVV,France,1A Pro League,65,LWB,"LB,LM",normal,Controlled Explosive,0.0,200,2,3,H,M,71.0,51,60,65,60,61,"182cm | 6'0""",Avg & Lean  (71kg),0,368,1729,Male
Lukas Boeder,Saarbrücken,Germany,3. Liga,65,CB,RWB,normal,Mostly Lengthy,0.0,200,2,3,L,H,65.0,31,53,57,64,73,"185cm | 6'1""",Tall & Normal  (80kg),0,343,1582,Male
Melayro Bogarde,TSG Hoffenheim,Holland,Bundesliga,65,CB,"RWB,CDM",normal,Controlled,0.0,350,2,3,M,M,60.0,30,53,65,66,62,"182cm | 6'0""",Avg & Lean  (72kg),2,336,1574,Male
Luka Bogdan,Ternana,Croatia,Serie BKT,65,CB,0,normal,Controlled,0.0,0,2,2,L,H,44.0,32,42,49,65,72,"195cm | 6'5""",Tall & Lean  (76kg),0,304,1406,Male
Agustín Bolivar,Gimnasia,Argentina,Sudamericana,65,CDM,CM,normal,Controlled,0.0,200,2,3,M,M,61.0,46,60,62,62,65,"173cm | 5'8""",Avg & Normal  (73kg),0,356,1697,Male
Elliot Bonds,Cheltenham Town,Guyana,EFL League One,65,CDM,0,normal,Mostly Lengthy,200.0,0,2,4,M,M,65.0,50,58,62,62,75,"188cm | 6'2""",Tall & Normal  (74kg),2,372,1727,Male
Nicholas Bonfanti,Modena,Italy,Serie BKT,65,ST,CF,normal,Controlled,0.0,250,2,3,M,M,71.0,66,42,65,24,59,"178cm | 5'10""",Avg & Normal  (66kg),2,327,1527,Male
Facundo Bonifazi,Defensor,Uruguay,Sudamericana,65,LB,LWB,normal,Controlled Explosive,0.0,550,2,3,H,M,70.0,39,49,59,63,64,"173cm | 5'8""",Avg & Lean  (72kg),0,344,1642,Male
Alex Bono,D.C. United,United States,MLS,65,GK,0,normal,Controlled,200.0,0,1,2,M,M,64.0,63,62,69,34,61,"191cm | 6'3""",Tall & Normal  (95kg),3,353,832,Male
Viktor Boone,R. Union St.-G.,Belgium,1A Pro League,65,CB,0,normal,Controlled Lengthy,0.0,0,2,3,M,M,59.0,27,49,51,64,69,"191cm | 6'3""",Tall & Normal  (81kg),0,319,1439,Male
Mihai Bordeianu,Politehnica Iași,Romania,SUPERLIGA,65,CDM,CM,normal,Controlled,0.0,200,2,4,M,M,68.0,54,60,60,61,72,"175cm | 5'9""",Avg & Lean  (73kg),0,375,1742,Male
Leonardo Borges da Silva,Pogoń Szczecin,Brazil,PKO BP Ekstraklasa,65,LB,LWB,normal,Controlled,0.0,200,3,3,H,M,72.0,45,62,62,59,66,"179cm | 5'10""",Avg & Normal  (74kg),1,366,1743,Male
Tobias Børkeeiet,Rosenborg BK,Norway,Eliteserien,65,CDM,"CB,CM",normal,Mostly Lengthy,0.0,200,2,3,M,H,54.0,51,58,60,63,73,"188cm | 6'2""",Tall & Normal  (81kg),1,359,1711,Male
Dylan Borrero,New England,Colombia,MLS,65,LM,"RM,CAM,LW",normal,Controlled Explosive,0.0,300,4,4,H,M,73.0,55,55,75,21,58,"179cm | 5'10""",Avg & Lean  (67kg),0,337,1517,Male
Frederik Børsting,SK Brann,Denmark,Eliteserien,65,RW,"LB,RM",normal,Controlled,0.0,550,2,4,M,H,71.0,60,60,66,61,79,"178cm | 5'10""",Avg & Normal  (74kg),2,397,1861,Male
Zacharie Boucher,SC Bastia,France,Ligue 2 BKT,65,GK,0,normal,Controlled Lengthy,650.0,0,1,3,M,M,65.0,62,65,66,56,64,"181cm | 5'11""",Avg & Normal  (78kg),0,378,919,Male
Abdelrahman Saidi,Hammarby IF,Sweden,Allsvenskan,65,LW,"LM,CF,ST",normal,Controlled,0.0,200,3,3,M,H,71.0,60,60,68,41,62,"186cm | 6'1""",Tall & Normal  (76kg),1,362,1707,Male
Nassim Boujellab,Arminia Bielefeld,Morocco,3. Liga,65,CAM,"CM,CF",normal,Controlled Explosive,0.0,200,3,4,M,M,70.0,59,61,71,50,54,"182cm | 6'0""",Avg & Lean  (72kg),3,365,1721,Male
Ibane Bowat,TSV Hartberg,Scotland,Ö. Bundesliga,65,CB,0,normal,Controlled Lengthy,200.0,0,2,3,M,H,53.0,30,44,57,62,77,"189cm | 6'2""",Tall & Normal  (83kg),1,323,1477,Male
Oliver Bozanic,WS Wanderers,Australia,A-League,65,CAM,"CDM,CM",normal,Controlled,0.0,200,3,3,M,M,60.0,65,65,66,60,75,"179cm | 5'10""",Avg & Normal  (75kg),1,391,1901,Male
Jayden Braaf,Hellas Verona,Holland,Serie A TIM,65,CF,"LM,ST,LW",normal,Controlled Explosive,0.0,1.7K,4,4,M,M,76.0,62,60,71,40,67,"180cm | 5'11""",Avg & Normal  (84kg),5,376,1769,Male
Bilal Brahimi,SM Caen,France,Ligue 2 BKT,65,CM,"LM,ST",normal,Controlled Explosive,0.0,200,3,2,M,M,71.0,61,66,70,47,57,"177cm | 5'10""",Avg & Lean  (70kg),1,372,1759,Male
Frederik Brandhof,AGF,Denmark,3F Superliga,65,CM,0,normal,Controlled,200.0,0,2,3,H,H,74.0,60,64,69,63,77,"182cm | 6'0""",Avg & Normal  (80kg),2,407,1922,Male
Zachary Brault-Guillard,CF Montréal,Canada,MLS,65,RM,"RWB,RB,RW",normal,Controlled Explosive,0.0,2K,3,2,H,M,88.0,58,57,63,60,68,"171cm | 5'7""",Avg & Normal  (64kg),1,394,1773,Male
Marius Briceag,Korona Kielce,Romania,PKO BP Ekstraklasa,65,LB,LWB,normal,Controlled,0.0,200,2,2,M,H,77.0,51,55,54,62,69,"175cm | 5'9""",Avg & Normal  (79kg),3,368,1689,Male
Ethan Bristow,Minnesota United,England,MLS,65,LB,LWB,normal,Controlled Lengthy,0.0,1.9K,2,2,M,L,82.0,38,56,59,57,71,"188cm | 6'2""",Tall & Lean  (68kg),3,363,1626,Male
Lucas Brochero,Arsenal,Argentina,LPF,65,RM,"CAM,RW",normal,Mostly Explosive,0.0,4K,3,4,M,L,81.0,64,57,69,31,47,"172cm | 5'8""",Avg & Normal  (70kg),0,349,1633,Male
Samuel Brolin,AIK,Sweden,Allsvenskan,65,GK,0,normal,Controlled,550.0,0,1,1,M,M,66.0,64,62,66,24,65,"202cm | 6'8""",Tall & Lean  (85kg),1,347,680,Male
Brandt Bronico,Charlotte FC,United States,MLS,65,CDM,"RB,CM",normal,Controlled,0.0,200,3,3,M,M,67.0,59,58,67,61,67,"173cm | 5'8""",Avg & Normal  (70kg),0,379,1794,Male
Marcus Browne,Oxford United,England,EFL League One,65,LW,"LM,CAM",normal,Mostly Explosive,0.0,200,4,3,M,L,83.0,59,60,67,28,61,"179cm | 5'10""",Avg & Normal  (74kg),1,358,1649,Male
Sébastien Bruzzese,Cercle Brugge,Belgium,1A Pro League,65,GK,0,normal,Controlled,200.0,0,1,4,M,M,63.0,63,65,63,32,70,"185cm | 6'1""",Tall & Normal  (80kg),0,356,819,Male
Lucas Buades,Rodez AF,France,Ligue 2 BKT,65,RWB,"RB,RM",normal,Controlled,0.0,200,3,3,H,M,72.0,56,57,64,58,64,"180cm | 5'11""",Avg & Lean  (75kg),-1,371,1700,Male
Jesús Daniel Bueno Áñez,Philadelphia,Venezuela,MLS,65,CDM,CM,normal,Controlled,0.0,200,3,3,M,H,58.0,50,62,60,64,65,"178cm | 5'10""",Avg & Normal  (74kg),1,359,1700,Male
Teal Bunbury,Nashville SC,United States,MLS,65,ST,"RM,LM,CF",normal,Mostly Lengthy,0.0,200,3,3,M,M,71.0,65,59,62,41,73,"188cm | 6'2""",Tall & Normal  (78kg),2,371,1740,Male
Lars Bünning,Dynamo Dresden,Germany,3. Liga,65,CB,LB,normal,Controlled Lengthy,0.0,300,2,2,M,M,84.0,41,55,55,63,70,"187cm | 6'2""",Tall & Lean  (79kg),3,368,1643,Male
Tyler Burey,Odense BK,England,3F Superliga,65,ST,"LM,CF",normal,Controlled,0.0,400,3,3,M,L,80.0,63,55,67,38,69,"187cm | 6'2""",Tall & Lean  (78kg),3,372,1746,Male
Harrison Burrows,Peterborough,England,EFL League One,65,CAM,LWB,normal,Explosive,0.0,200,3,3,M,M,79.0,57,61,68,60,50,"168cm | 5'6""",Short & Normal  (55kg),4,375,1777,Male
Marco Bustos,IFK Värnamo,Canada,Allsvenskan,65,CAM,RW,normal,Controlled Explosive,0.0,200,3,3,M,L,69.0,64,63,68,26,53,"168cm | 5'6""",Short & Lean  (68kg),0,343,1663,Male
Matt Butcher,Plymouth Argyle,England,EFL Championship,65,CM,CDM,normal,Mostly Lengthy,0.0,600,2,3,M,M,58.0,62,63,62,62,76,"188cm | 6'2""",Tall & Normal  (83kg),0,383,1802,Male
Calum Butcher,Motherwell,England,cinch Prem,65,CB,CDM,normal,Controlled Lengthy,0.0,200,2,3,M,H,49.0,57,56,60,63,72,"185cm | 6'1""",Tall & Normal  (83kg),0,357,1713,Male
Alessio Buttaro,Palermo,Italy,Serie BKT,65,RB,"RWB,CB,RM",normal,Controlled Lengthy,0.0,200,2,3,M,H,78.0,46,55,58,62,72,"183cm | 6'0""",Avg & Normal  (80kg),0,371,1741,Male
Luis Cabral,Tacuary,Paraguay,Sudamericana,65,CB,0,normal,Controlled,200.0,0,2,3,L,H,53.0,45,50,51,65,70,"178cm | 5'10""",Avg & Stocky  (85kg),2,334,1577,Male
Kenji Cabrera,FBC Melgar,Peru,Libertadores,65,CM,"LM,LW",normal,Controlled,0.0,300,3,2,M,M,69.0,57,62,68,51,54,"175cm | 5'9""",Avg & Normal  (67kg),0,361,1655,Male
Malcolm Cacutalua,1. FC Magdeburg,Germany,Bundesliga 2,65,CB,RB,normal,Controlled Lengthy,0.0,250,2,3,M,M,65.0,41,47,48,66,66,"188cm | 6'2""",Tall & Normal  (80kg),1,333,1536,Male
Diego Callai Silva,Sporting CP,Brazil,Liga Portugal,65,GK,0,normal,Controlled,3100.0,0,1,3,M,M,65.0,65,61,66,22,61,"190cm | 6'3""",Tall & Normal  (88kg),4,340,597,Male
Josh Campbell,Hibernian,Scotland,cinch Prem,65,CM,"CDM,CAM",normal,Controlled Explosive,0.0,200,2,4,H,H,71.0,60,62,67,60,73,"182cm | 6'0""",Avg & Lean  (72kg),4,393,1854,Male
Diego Campos,Degerfors IF,Costa Rica,Allsvenskan,65,LW,LM,normal,Controlled Explosive,0.0,200,3,3,M,M,75.0,57,63,69,58,61,"178cm | 5'10""",Avg & Normal  (75kg),2,383,1833,Male
Cihan Çanak,Standard Liège,Belgium,1A Pro League,65,CAM,"RM,CM",normal,Mostly Explosive,0.0,300,3,3,H,H,80.0,58,63,71,39,50,"175cm | 5'9""",Avg & Lean  (65kg),3,361,1689,Male
Atakan Çankaya,MKE Ankaragücü,Turkey,Trendyol Süper Lig,65,CB,CDM,normal,Controlled,0.0,200,2,2,M,H,59.0,45,56,56,63,72,"180cm | 5'11""",Avg & Normal  (78kg),0,351,1652,Male
Erdem Canpolat,Pendikspor,Turkey,Trendyol Süper Lig,65,GK,0,normal,Controlled,2200.0,0,1,3,M,M,64.0,63,61,68,23,62,"194cm | 6'4""",Tall & Normal  (85kg),0,341,616,Male
Christian Cappis,Brøndby IF,United States,3F Superliga,65,CM,0,normal,Controlled,0.0,0,2,3,M,M,68.0,49,62,66,59,67,"185cm | 6'1""",Tall & Lean  (72kg),0,371,1734,Male
Pablo Cárdenas,Cobresal,Chile,Sudamericana,65,RB,"RWB,CDM,CM",normal,Controlled,0.0,1.1K,2,2,M,H,71.0,44,56,58,60,70,"177cm | 5'10""",Avg & Normal  (72kg),-1,359,1634,Male
Adam Carlén,IFK Göteborg,Sweden,Allsvenskan,65,CDM,CM,normal,Mostly Lengthy,0.0,300,3,3,M,H,68.0,43,56,66,60,79,"193cm | 6'4""",Tall & Normal  (85kg),4,372,1699,Male
Jonas Carls,SV Waldhof,Germany,3. Liga,65,LB,"LWB,LM",normal,Mostly Explosive,0.0,200,2,3,H,M,80.0,56,57,65,57,60,"177cm | 5'10""",Avg & Lean  (70kg),1,375,1733,Male
José María Carrasco,The Strongest,Bolivia,Libertadores,65,CB,0,normal,Controlled Lengthy,1400.0,0,2,2,H,L,67.0,36,47,55,64,75,"186cm | 6'1""",Tall & Lean  (78kg),0,344,1565,Male
Giuseppe Carriero,Cittadella,Italy,Serie BKT,65,CM,0,normal,Controlled Explosive,200.0,0,3,4,M,M,67.0,57,65,68,55,64,"175cm | 5'9""",Avg & Normal  (70kg),0,376,1808,Male
Trevor Carson,Dundee FC,Northern Ireland,cinch Prem,65,GK,0,normal,Controlled Lengthy,200.0,0,1,3,M,M,65.0,63,64,64,49,65,"182cm | 6'0""",Avg & Stocky  (80kg),3,370,939,Male
Scott Carson,Manchester City,England,Premier League,65,GK,0,normal,Controlled,1600.0,0,1,3,M,M,63.0,65,62,63,35,69,"190cm | 6'3""",Tall & Stocky  (86kg),49,357,804,Male
Martim Carvalho Neto,Gil Vicente,Portugal,Liga Portugal,65,CM,0,normal,Controlled Explosive,1800.0,0,3,3,H,M,73.0,61,61,70,51,61,"181cm | 5'11""",Avg & Normal  (75kg),0,377,1754,Male
Wanderson Carvalho Oliveira,Pohang Steelers,Brazil,K League 1,65,LB,"LWB,RM",normal,Mostly Explosive,0.0,300,4,3,H,M,82.0,59,57,68,60,61,"172cm | 5'8""",Avg & Normal  (60kg),0,387,1818,Male
Tino Casali,Braunschweig,Austria,Bundesliga 2,65,GK,0,normal,Controlled,200.0,0,1,3,M,M,67.0,64,54,67,30,65,"193cm | 6'4""",Tall & Normal  (83kg),0,347,604,Male
Aljaž Casar,Hallescher FC,Slovenia,3. Liga,65,CM,"CB,CDM",normal,Lengthy,0.0,200,2,3,H,H,59.0,54,62,63,61,76,"190cm | 6'3""",Tall & Normal  (86kg),0,375,1745,Male
Luc Castaignos,1. FC Magdeburg,Holland,Bundesliga 2,65,ST,CF,normal,Controlled Lengthy,0.0,200,3,2,M,M,65.0,64,60,67,32,66,"188cm | 6'2""",Tall & Normal  (85kg),2,354,1686,Male
Frank Castañeda,Radomiak Radom,Colombia,PKO BP Ekstraklasa,65,CAM,LM,normal,Explosive,0.0,2.1K,3,4,H,M,82.0,66,55,70,20,51,"172cm | 5'8""",Avg & Normal  (69kg),1,344,1679,Male
Rodrigo Castillo,Gimnasia,Argentina,Sudamericana,65,ST,CF,normal,Controlled,0.0,200,2,3,M,L,76.0,63,51,61,21,58,"187cm | 6'2""",Tall & Lean  (80kg),1,330,1554,Male
Santiago Castro,Vélez Sarsfield,Argentina,LPF,65,ST,"CF,RW",normal,Controlled Explosive,0.0,700,3,4,M,M,78.0,65,47,64,34,64,"179cm | 5'10""",Avg & Normal  (80kg),3,352,1641,Male
Javier Castro Urdín,AD Alcorcón,Spain,LALIGA HYPERMOTION,65,CB,RB,normal,Controlled Lengthy,0.0,200,2,4,M,M,64.0,32,42,49,66,67,"183cm | 6'0""",Avg & Normal  (75kg),0,320,1475,Male
Cristian Cauz,Modena,Italy,Serie BKT,65,LB,"CB,LWB",normal,Controlled Lengthy,0.0,200,2,3,M,M,74.0,43,53,60,64,65,"188cm | 6'2""",Tall & Lean  (78kg),1,359,1669,Male
Sofyan Chader,FC Luzern,France,CSSL,65,RM,"LM,RW,ST",normal,Controlled Explosive,0.0,200,3,2,M,L,75.0,61,58,71,22,49,"178cm | 5'10""",Avg & Normal  (73kg),0,336,1583,Male
Maikel Chang,Real Salt Lake,Cuba,MLS,65,RM,RW,normal,Controlled,0.0,200,3,4,H,M,69.0,51,62,64,58,52,"178cm | 5'10""",Avg & Normal  (79kg),5,356,1613,Male
Pablo Chavarría,Belgrano,Argentina,LPF,65,ST,"RM,LM,CF",normal,Controlled Lengthy,0.0,200,3,4,H,H,65.0,64,65,64,35,75,"185cm | 6'1""",Tall & Normal  (80kg),0,368,1800,Male
Yevgen Cheberko,Columbus Crew,Ukraine,MLS,65,CB,0,normal,Controlled,200.0,0,2,3,M,M,68.0,31,53,57,67,62,"177cm | 5'10""",Avg & Normal  (66kg),7,338,1593,Male
Mattia Chiesa,Hellas Verona,Italy,Serie A TIM,65,GK,0,normal,Controlled,200.0,0,1,3,M,M,67.0,62,67,65,39,61,"190cm | 6'3""",Tall & Normal  (82kg),1,361,847,Male
Michał Chrapek,Piast Gliwice,Poland,PKO BP Ekstraklasa,65,CAM,"CDM,CM",normal,Controlled,0.0,200,3,3,H,H,53.0,60,65,67,60,64,"177cm | 5'10""",Avg & Normal  (74kg),1,369,1794,Male
Carney Chukwuemeka,Chelsea,England,Premier League,65,CM,CAM,normal,Controlled,0.0,6K,4,4,M,M,64.0,59,64,69,50,58,"187cm | 6'2""",Tall & Lean  (70kg),37,364,1710,Male
Mateusz Cichocki,Radomiak Radom,Poland,PKO BP Ekstraklasa,65,CB,0,normal,Controlled Lengthy,200.0,0,2,2,M,H,56.0,30,47,47,65,68,"187cm | 6'2""",Tall & Normal  (79kg),1,313,1491,Male
Hikmet Çiftçi,Kaiserslautern,Turkey,Bundesliga 2,65,CM,CDM,normal,Controlled Explosive,0.0,0,2,3,M,H,68.0,52,62,66,56,63,"177cm | 5'10""",Avg & Lean  (74kg),0,367,1739,Male
Andrei Ciobanu,Politehnica Iași,Romania,SUPERLIGA,65,CAM,CM,normal,Controlled Explosive,0.0,200,3,3,M,L,70.0,65,67,67,34,53,"176cm | 5'9""",Avg & Lean  (69kg),0,356,1740,Male
Denis Ciobotariu,Sepsi OSK,Romania,SUPERLIGA,65,CB,RB,normal,Mostly Lengthy,0.0,200,2,2,L,M,69.0,24,46,49,64,74,"184cm | 6'0""",Avg & Normal  (79kg),0,326,1488,Male
Cătălin Cîrjan,FC Rapid 1923,Romania,SUPERLIGA,65,CAM,CM,normal,Controlled,0.0,200,4,3,M,M,59.0,59,65,68,51,38,"174cm | 5'9""",Avg & Lean  (60kg),2,340,1671,Male
